Admin Status,VPN Access ID,Alive,Site Id,Nickname,Site Name,Region,Product,Bandwidth
1449,2495,Up,80230523,3322,NG KIWI ROGALAND AS - 7080001029890 Kiwi 626 Sveio SVEIOGATA 65A 5550 SVEIO 5550 SVEIO,SVEIO,NC MANAGED VPN ACCESS,100000
1450,2496,Up,80230525,823,ODD GROTLE EFTF INNEHAVER LEIF INGE GROT - 7080000022359 Joker Bremanger IGLANDSKAIA 2 6727 BREMANGER 6727 BREMANGER,BREMANGER,NC MANAGED VPN ACCESS,100000
1451,2497,Up,80230395,935,O. HÅVARDSTUN AS - 7080001172374 SPAR Bremanger GROTLEVEGEN 133 6727 BREMANGER 6727 BREMANGER,BREMANGER,NC MANAGED VPN ACCESS,100000
1452,2498,Up,80230472,53,DOLMØY HANDEL AS - 7080000002535 Joker Dolmøy KJERRINGVÅGVEIEN 33 7252 DOLMØY 7252 DOLMØY,HITRA,NC MANAGED VPN ACCESS,100000
1453,2499,Up,80230519,646,WIK DAGLIGVARER AS - 7080001079444 Joker Flatraket SELJEVEGEN 770 6717 FLATRAKET 6717 FLATRAKET,STAD,NC MANAGED VPN ACCESS,100000
1454,2500,Up,80230509,1764,NG JOKER DRIFT AS - 7080001362119 Joker Burfjord GÁRGU 9 9161 BURFJORD 9161 BURFJORD,KVÆNANGEN,NC MANAGED VPN ACCESS,100000
1455,2501,Up,80230534,15628,NORGESGRUPPEN SPAR MIDT-NORGE AS - 7080001362638 SPAR Halsøy LEIRA 6 8665 MOSJØEN 8665 MOSJØEN,VEFSN,NC MANAGED VPN ACCESS,100000
1456,2502,Up,80228998,15626,MØRKVED HANDEL AS - 7080001418892 Joker Mørkved TIURVEIEN 41 8028 BODØ 8028 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
1457,2503,Up,80230541,1646,NG SPAR INNLAND AS - 7080001099626 SPAR Gausdal GAUSDALSVEGEN 1577C 2651 ØSTRE GAUSDAL 2651 ØSTRE GAUSDAL,GAUSDAL,NC MANAGED VPN ACCESS,100000
1458,2504,Up,80230518,4484,NG KIWI AGDER AS - 7080001087166 Kiwi 718 Myrene MYRENEVEIEN 6 4847 ARENDAL 4847 ARENDAL,ARENDAL,NC MANAGED VPN ACCESS,100000
1459,2505,Up,80230335,2271,ÅLVUNDFJORD HANDEL AS - 7080001193348 Joker Ålvundfjord ÅLVUNDFJORDVEGEN 231 6622 ÅLVUNDFJORD 6622 ÅLVUNDFJORD,SUNNDAL,NC MANAGED VPN ACCESS,100000
1460,2506,Up,80230559,4445,NG KIWI MØRE AS - 7080001099909 Kiwi 905 Eggesbønes EGGESBØVEGEN 4 6092 FOSNAVÅG 6092 FOSNAVÅG,HERØY (MØRE OG ROMSDAL),NC MANAGED VPN ACCESS,100000
1461,2507,Up,80230546,17782,NG KIWI OSLO AKERSHUS AS - 7080001394547 Kiwi 282 Hellerudveien HELLERUDVEIEN 1A 0672 OSLO 0672 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1462,2508,Up,80230436,15482,FESTNINGEN DAGLIGVARE AS - 7080003641540 Joker Festningen TYHOLTVEIEN 26 7052 TRONDHEIM 7052 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
1463,2509,Up,80230567,8220,NG KIWI NORD AS - 7080003318541 Kiwi 157 Alta Sentrum HESTESKOEN 4 9510 ALTA 9510 ALTA,ALTA,NC MANAGED VPN ACCESS,100000
1464,2510,Up,80230590,2169,NG KIWI VEST AS - 7080001110963 Kiwi 884 Arnatveit ARNATVEITVEGEN 155 5262 ARNATVEIT 5262 ARNATVEIT,BERGEN,NC MANAGED VPN ACCESS,100000
1465,2511,Up,80230653,4935,SELVA MATSENTER AS - 7080001000370 Joker Selva SELVLIA 2 7318 AGDENES 7318 AGDENES,ORKLAND,NC MANAGED VPN ACCESS,100000
1466,2512,Up,80230652,333,OSNES MAT AS - 7080001460440 Joker Åheim ST. JETMUND-VEGEN 9 6146 ÅHEIM 6146 ÅHEIM,VANYLVEN,NC MANAGED VPN ACCESS,100000
1467,2513,Up,80230547,17103,MØKLEGÅRD MAT AS - 7080000972012 Kiwi 507 Vestkilen VESTKILEN 3 1621 GRESSVIK 1621 GRESSVIK,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
1468,2514,Down,80234803,3073,BATALDEN LANDHANDEL AS - 7080001195151 Nærbutikken Batalden FANØYVEGEN 14 6917 BATALDEN 6917 BATALDEN,KINN,NC MANAGED VPN ACCESS,100000
1469,2515,Down,80234649,1911,THOR ARNTZEN & CO AS - 7080000512553 Joker Sørvågen MOSKENESVEIEN 865 8392 SØRVÅGEN 8392 SØRVÅGEN,MOSKENES,NC MANAGED VPN ACCESS,100000
1470,2516,Up,80230353,1617,MATKROKEN VEITASTROND AS - 7080003259233 Nærbutikken Veitastrond VEITASTRONDSVEGEN 2287A 6878 VEITASTROND 6878 VEITASTROND,LUSTER,NC MANAGED VPN ACCESS,100000
1471,2517,Up,80229419,26,NG KIWI VEST AS - 7080001082727 Kiwi 874 Lindås Senter KOLÅSVEGEN 7 5955 LINDÅS 5955 LINDÅS,ALVER,NC MANAGED VPN ACCESS,100000
1472,2518,Up,80230609,354,RUDLAND DAGLIGVARE AS - 7080000010943 Kiwi 224 Kvam LINVEGEN 1 2642 KVAM 2642 KVAM,NORD-FRON,NC MANAGED VPN ACCESS,100000
1473,2519,"Up, but running on backup",80230322,24703,SKEIKAMPEN DAGLIGVARE AS - 7080001238186 Joker Skeikampe KJOSLIA 9 2652 SVINGVOLL 2652 SVINGVOLL,GAUSDAL,NC MANAGED VPN ACCESS,100000
1474,2520,up,80229832,234,G K LARSEN AS - 7080001038021 SPAR Borg VIKINGVEIEN 440 8360 BØSTAD 8360 BØSTAD,VESTVÅGØY,NC MANAGED VPN ACCESS,100000
1475,2521,Up,80230655,4902,NG KIWI MIDT-NORGE AS - 7080001118600 Kiwi 108 Nordsia BOMVEGEN 6 7725 STEINKJER 7725 STEINKJER,STEINKJER,NC MANAGED VPN ACCESS,100000
1476,2522,Up,80230646,15082,NG KIWI BUSKERUD AS - 7080003594402 Kiwi 577 Kobbervikdalen DRÅPEN 2 3036 DRAMMEN 3036 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
1477,2523,Up,80230284,2219,HYLLESTAD MATSENTER AS - 7080000739233 SPAR Hyllestad HYLLESTADVEGEN 436 6957 HYLLESTAD 6957 HYLLESTAD,HYLLESTAD,NC MANAGED VPN ACCESS,100000
1478,2524,Up,80230502,115,MATSERVICE LYNGSEIDET AS - 7080004050587 SPAR Lyngseidet STRANDVEIEN 10 9060 LYNGSEIDET 9060 LYNGSEIDET,LYNGEN,NC MANAGED VPN ACCESS,100000
1479,2525,Up,80230594,1970,NG KIWI BUSKERUD AS - 7080001113063 Kiwi 374 Skollenborg RUDSVEIEN 1 3619 SKOLLENBORG 3619 SKOLLENBORG,KONGSBERG,NC MANAGED VPN ACCESS,100000
1480,2526,Up,80230593,4857,J A SANNAN JØRGEN SANNAN - 7080000011360 Joker Hasselvika HASSELVIKVEIEN 960 7112 HASSELVIKA 7112 HASSELVIKA,INDRE FOSEN,NC MANAGED VPN ACCESS,100000
1481,2527,Up,80230592,1072,LULIA AS - 7080001421335 Joker Søndre Skogvei SØNDRE SKOGVEIEN 50 5055 BERGEN 5055 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
1482,2528,Up,80230599,3138,BEITOSTØLEN MINIPRIS AS - 7080000929887 Kiwi 243 Beitostølen ØVREVEGEN 4A 2953 BEITOSTØLEN 2953 BEITOSTØLEN,ØYSTRE SLIDRE,NC MANAGED VPN ACCESS,100000
1483,2529,Up,80230292,658,ERLING EIKEMO INNEHAVER ERLING PAUL EIKE - 7080000017911 Nærbutikken Hellestrand HOLMEDALSVEGEN 566 6982 HOLMEDAL 6982 HOLMEDAL,ASKVOLL,NC MANAGED VPN ACCESS,100000
1484,2530,Up,80230370,443,TELEMARK DAGLIGVARE EDLAND AS - 7080001354541 SPAR Haukeli STOREGUTVEGEN 250 3895 EDLAND 3895 EDLAND,VINJE,NC MANAGED VPN ACCESS,100000
1485,2531,"Up, but backup is down",80226145,4373,FOGN HANDEL AS - 7080001366872 Joker Fogn VESTRE FOGNAVEGEN 39 4164 FOGN 4164 FOGN,STAVANGER,NC MANAGED VPN ACCESS,100000
1486,2532,Up,80230674,5043,NG KIWI MØRE AS - 7080001176433 Kiwi 912 Stranda ØYNA 10 6200 STRANDA 6200 STRANDA,STRANDA,NC MANAGED VPN ACCESS,100000
1487,2533,Up,80232081,886,ARNESENS LANDHANDLERI - 7080000024445 Nærbutikken Arnesen INNATILVEIEN 3 2480 KOPPANG 2480 KOPPANG,STOR-ELVDAL,NC MANAGED VPN ACCESS,100000
1488,2534,Up,80230110,1519,HUNDVIN HANDEL AS - 7080001108564 Joker Hundvin HETLEHOVDA 2 5956 HUNDVIN 5956 HUNDVIN,ALVER,NC MANAGED VPN ACCESS,100000
1489,2535,Up,80230366,1089,NG SPAR VESTFOLD TELEMARK AS - 7080000032938 SPAR Siljan SAGA 2 3748 SILJAN 3748 SILJAN,SILJAN,NC MANAGED VPN ACCESS,100000
1490,2536,Up,80230318,2117,NG KIWI BUSKERUD AS - 7080001112967 Kiwi 337 Lampeland NUMEDALSVEGEN 1966 3623 LAMPELAND 3623 LAMPELAND,FLESBERG,NC MANAGED VPN ACCESS,100000
1491,2537,Up,80230698,10240,AS STOKSUND HANDELSKOMPANI - 7080000012541 Joker Stoksund STOKKSUNDVEIEN 1324 7177 REVSNES 7177 REVSNES,ÅFJORD,NC MANAGED VPN ACCESS,100000
1492,2538,Up,80230699,1092,MURI MAT AS - 7080001392314 SPAR Valldal SYLTEGATA 1 6210 VALLDAL 6210 VALLDAL,FJORD,NC MANAGED VPN ACCESS,100000
1493,2539,Up,80230524,4993,NG KIWI ROMSDAL OG NORDMØRE AS - 7080001157913 Kiwi 896 Rensvik EINERSKARET 21 6521 FREI 6521 FREI,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
1494,2540,Up,80230734,7362,BRANDSFJORD DAGLIGVARE AS - 7080001387341 Nærbutikken Brandsfjord ROANSVEIEN 1744 7194 BRANDSFJORD 7194 BRANDSFJORD,ÅFJORD,NC MANAGED VPN ACCESS,100000
1495,2541,Up,80230728,251,LR CHRISTOPHERSEN AS - 7080000007615 SPAR Skånevik SKÅNEVIKVEGEN 1 5593 SKÅNEVIK 5593 SKÅNEVIK,ETNE,NC MANAGED VPN ACCESS,100000
1496,2542,Up,80230743,166,LENTUS BUTIKKDRIFT AS - 7080001171780 Joker Holmenhavna GAUPEFARET 4B 0773 OSLO 0773 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1497,2543,Up,80230727,8500,NG KIWI MØRE AS - 7080003328892 Kiwi 917 Myrvåg DRAGSUNDVEGEN 9 6080 GURSKØY 6080 GURSKØY,HERØY (MØRE OG ROMSDAL),NC MANAGED VPN ACCESS,100000
1498,2544,Up,80230444,5018,NG KIWI VEST AS - 7080001166342 Kiwi 888 Indre Arna STØLSVEGEN 1 5260 INDRE ARNA 5260 INDRE ARNA,BERGEN,NC MANAGED VPN ACCESS,100000
1499,2545,Up,80230554,4407,NG KIWI BUSKERUD AS - 7080001112905 Kiwi 318 Spikkestad NYE STASJONSVEI 29 3430 SPIKKESTAD 3430 SPIKKESTAD,ASKER,NC MANAGED VPN ACCESS,100000
1500,2546,Up,80230719,281,MIDTBØ HANDEL AS - 7080001100599 Joker Godøy TEPPEMYRA 3 6055 GODØYA 6055 GODØYA,GISKE,NC MANAGED VPN ACCESS,100000
1501,2547,Up,80230309,1197,NG KIWI ROGALAND AS - 7080001159375 Kiwi 601 Studalen STUDALEN 2 5417 STORD 5417 STORD,STORD,NC MANAGED VPN ACCESS,100000
1502,2548,Up,80230745,1038,NG KIWI OSLO AKERSHUS AS - 7080001066079 Kiwi 307 Kringsjå OLAV M. TROVIKS VEI 72 0864 OSLO 0864 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1503,2549,Up,80230098,2127,NORGESGRUPPEN SPAR MIDT-NORGE AS - 7080000627660 EUROSPAR Bodø PLASSMYRVEIEN 50 8008 BODØ 8008 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
1504,2550,Up,80230723,1996,NG KIWI ROGALAND AS - 7080001366339 Kiwi 696 Skudesnes NESSAGADÅ 1 4280 SKUDENESHAVN 4280 SKUDENESHAVN,KARMØY,NC MANAGED VPN ACCESS,100000
1505,2551,Up,80230753,1923,NG KIWI NORD AS - 7080001315276 Kiwi 164 Balsfjordgata BALSFJORDGATA 2 9007 TROMSØ 9007 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1506,2552,Up,80230512,5036,NG KIWI INNLAND AS - 7080001167714 Kiwi 031 Vågå SKOGBYGDSVEGEN 2 2680 VÅGÅ 2680 VÅGÅ,VÅGÅ,NC MANAGED VPN ACCESS,100000
1507,2553,Up,80230768,6580,TEG MAT AS - 7080003606020 Joker Eiksmarka EIKSVEIEN 57B 1359 EIKSMARKA 1359 EIKSMARKA,BÆRUM,NC MANAGED VPN ACCESS,100000
1508,2554,Up,80230778,135,RIDABU MINI PRIS AS - 7080001313753 KIWI 221 Ridabu TODDERUDVEGEN 46A 2322 RIDABU 2322 RIDABU,HAMAR,NC MANAGED VPN ACCESS,100000
1509,2555,Up,80230770,364,SISO AS - 7080001235253 SPAR Volda KÅRSTADVEGEN 24 6103 VOLDA 6103 VOLDA,VOLDA,NC MANAGED VPN ACCESS,100000
1510,2556,Up,80230603,4480,NG KIWI BUSKERUD AS - 7080001113117 Kiwi 414 Kleivbrottet HVITTINGFOSSVEIEN 29 3083 HOLMESTRAND 3083 HOLMESTRAND,HOLMESTRAND,NC MANAGED VPN ACCESS,100000
1511,2557,Up,80230099,2247,NG KIWI OSLO AKERSHUS AS - 7080000763344 Kiwi 381 Sorgenfrigata SORGENFRIGATA 11 0367 OSLO 0367 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1512,2558,Down,80230608,15222,NG KIWI OSLO AKERSHUS AS - 7080003602688 Kiwi 397 Røa TORE HALS MEJDELLS VEI 14 0751 OSLO 0751 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1513,2559,"Up, but backup is down",80230780,4477,NG KIWI ROMSDAL OG NORDMØRE AS - 7080001086220 Kiwi 891 Langmyrveien LANGMYRVEGEN 19B 6413 MOLDE 6413 MOLDE,MOLDE,NC MANAGED VPN ACCESS,100000
1514,2560,Up,80230829,270,NORGESGRUPPEN DATA AS - 7080000960651 Joker Tvedestrand TJENNAVEIEN 13 4900 TVEDESTRAND 4900 TVEDESTRAND,TVEDESTRAND,NC MANAGED VPN ACCESS,100000
1515,2561,Up,80230801,17542,NG KIWI OSLO AKERSHUS AS - 7080000881222 Kiwi 345 Vettre KONGLUNGVEIEN 199 1392 VETTRE 1392 VETTRE,ASKER,NC MANAGED VPN ACCESS,100000
1516,2562,Up,80234694,4621,DELI UTVIKLING AS - 7080001330491 Deli de Luca Markens TOLLBODGATA 8 4611 KRISTIANSAND S 4611 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
1517,2563,Up,80230795,4364,NG KIWI OSLO AKERSHUS AS - 7080001386986 Kiwi 292 Blystadlia GREVLINGVEGEN 3 2014 BLYSTADLIA 2014 BLYSTADLIA,RÆLINGEN,NC MANAGED VPN ACCESS,100000
1518,2564,Up,80230522,851,FOSSUM AS - 7080000022922 SPAR Fossum SOKNEDALSVEIEN 581 7288 SOKNEDAL 7288 SOKNEDAL,MIDTRE GAULDAL,NC MANAGED VPN ACCESS,100000
1519,2565,Up,80230830,5064,MEGA MAT V/MUHAMMAD ASHRAF - 7080001244088 Nærbutikken Stovner TANTE ULRIKKES VEI 32D 0984 OSLO 0984 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1520,2566,Up,80230788,18403,ÅRNES HANDEL & SERVICE AS - 7080001434335 SPAR Årnes NEDRE HAGAVEG 5 2150 ÅRNES 2150 ÅRNES,NES,NC MANAGED VPN ACCESS,100000
1521,2567,Up,80230786,10260,KRÆMER SUPERMARKED AS - 7080001270117 EUROSPAR Kræmer STAKKEVOLLVEGEN 41 9010 TROMSØ 9010 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1522,2568,Up,80230779,4896,KARUSELLBERGET KOLONIAL AS - 7080001130213 Joker Karusellberget HÆSTADVEIEN 5 8820 DØNNA 8820 DØNNA,DØNNA,NC MANAGED VPN ACCESS,100000
1523,2569,Up,80230453,629,RINGDAL & CO AS - 7080000993239 Joker Hellesylt HELLESYLTVEGEN 49 6218 HELLESYLT 6218 HELLESYLT,STRANDA,NC MANAGED VPN ACCESS,100000
1524,2570,Up,80230812,15302,NG KIWI INNLAND AS - 7080001106980 Kiwi 057 Harpefoss MOAVEGEN 1A 2647 SØR-FRON 2647 SØR-FRON,SØR-FRON,NC MANAGED VPN ACCESS,100000
1525,2571,Up,80230834,2235,JAN HELGESEN AS - 7080000877836 Joker Vestbyen HERNESVEIEN 12 8003 BODØ 8003 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
1526,2572,Up,80230236,4898,BORRE MAT AS - 7080001130091 Kiwi 444 Borre GANNESTADVEIEN 3 3184 BORRE 3184 BORRE,HORTEN,NC MANAGED VPN ACCESS,100000
1527,2573,Up,80230944,2042,WIGER KOLONIAL AS - 7080001401962 Joker Vækerøveien VÆKERØVEIEN 167A 0751 OSLO 0751 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1528,2574,Up,80230946,45F,NORGESGRUPPEN NORD AS - 7080000081868 NorgesGruppen Nord AS STAKKEVOLLVEGEN 11A 9010 TROMSØ 9010 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
1529,2575,Up,80230937,403,SKIBOTN VARESENTER AS - 7080000011858 Joker Skibotn SKIBOTSVEIEN 287 9143 SKIBOTN 9143 SKIBOTN,STORFJORD,NC MANAGED VPN ACCESS,100000
1530,2576,Up,80230909,4604,NG KIWI OSLO AKERSHUS AS - 7080001102739 Kiwi 405 Hagan LIKOLLEN 2A 1481 HAGAN 1481 HAGAN,NITTEDAL,NC MANAGED VPN ACCESS,100000
1531,2577,Up,80230910,15632,NORGESGRUPPEN SPAR MIDT-NORGE AS - 7080001362577 SPAR Rognan JERNBANEGATA 19 8250 ROGNAN 8250 ROGNAN,SALTDAL,NC MANAGED VPN ACCESS,100000
1532,2578,Up,80230951,2136,VIKEBYGD LANDHANDEL AS - 7080000641963 Joker Vikebygd VIKEVEGEN 1210 5568 VIKEBYGD 5568 VIKEBYGD,VINDAFJORD,NC MANAGED VPN ACCESS,100000
1533,2579,Up,80232498,23624,KVADRATUREN DAGLIGVARE AS - 7080004079779 Joker Kvadraturen TOLLBUGATA 17 0152 OSLO 0152 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1534,2580,Up,80232365,142,IVAR O HAUGEN MAT AS - 7080000004812 Kiwi 436 Semsmoen SEMSMOVEIEN 49 3302 HOKKSUND 3302 HOKKSUND,ØVRE EIKER,NC MANAGED VPN ACCESS,100000
1535,2581,Up,80233923,22984,NG KIWI MIDT-NORGE AS - 7080001418373 KIWI 141 Meierikvartalet KONGENS GATE 33A 8006 BODØ 8006 BODØ,BODØ,NC MANAGED VPN ACCESS,100000
1536,2582,Up,80231020,4483,SAGAMAT AS - 7080000028870 Kiwi 845 Kristiansund PRESIDENT CHRISTIES GATE 19 6509 KRISTIANSUND N 6509 KRISTIANSUND N,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
1537,2583,Up,80233800,13342,NG KIWI BUSKERUD AS - 7080001018528 Kiwi 523 Hasbergsveien HASBERGS VEI 42 3616 KONGSBERG 3616 KONGSBERG,KONGSBERG,NC MANAGED VPN ACCESS,100000
1538,2584,Up,80230232,4482,RAUDEBERG MAT AS - 7080001363093 SPAR Raudeberg NEDREVEGEN 102 6710 RAUDEBERG 6710 RAUDEBERG,KINN,NC MANAGED VPN ACCESS,100000
1539,2585,Up,80230445,2165,NG KIWI OSLO AKERSHUS AS - 7080000935772 Kiwi 425 Rødtvet SANDÅSVEIEN 8 0956 OSLO 0956 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1540,2586,Up,80230958,191,BRÅRUD MATSENTER AS - 7080000632374 Joker Brårud VESTSIDAVEGEN 885 2162 BRÅRUD 2162 BRÅRUD,NES,NC MANAGED VPN ACCESS,100000
1541,2587,Up,80229327,867,BJØRNSTAD MATSENTER AS - 7080000023875 Kiwi 481 Bjørnstad STORGATEN 53 3060 SVELVIK 3060 SVELVIK,DRAMMEN,NC MANAGED VPN ACCESS,100000
1542,2588,Up,80230282,760,NG KIWI BUSKERUD AS - 7080000020669 Kiwi 271 Konnerud BERNÅSBAKKEN 2 3032 DRAMMEN 3032 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
1543,2589,Up,80231008,15575,NORGESGRUPPEN SPAR MIDT-NORGE AS - 7080001361914 SPAR Ørnes CHR. TIDEMANNS VEI 2 8150 ØRNES 8150 ØRNES,MELØY,NC MANAGED VPN ACCESS,100000
1544,2590,Up,80231007,1254,ODD NESHEIM-HAUGE & CO INNEHAVER ARVE - 7080000054527 Joker Nedstrand STRANDA 30 5560 NEDSTRAND 5560 NEDSTRAND,TYSVÆR,NC MANAGED VPN ACCESS,100000
1545,2591,Up,80230333,12040,NG SPAR ROMSDAL OG NORDMØRE AS - 7080003474490 SPAR Fosnagata FOSNAGATA 11 6509 KRISTIANSUND N 6509 KRISTIANSUND N,KRISTIANSUND,NC MANAGED VPN ACCESS,100000
1546,2592,Up,80231025,9680,DRAMMEN DAGLIGVARE AS - 7080003436672 Joker Drammen Togstasjon STRØMSØ TORG 1B 3044 DRAMMEN 3044 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
1547,2593,Up,80231036,4432,NG KIWI MØRE AS - 7080001138028 Kiwi 909 Flisnes FLISNESVEGEN 1 6013 ÅLESUND 6013 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,100000
1548,2594,Up,80231013,32,NG KIWI VEST AS - 7080001092078 Kiwi 876 Bjørkheim BJØRKHEIM 10 5652 ÅRLAND 5652 ÅRLAND,SAMNANGER,NC MANAGED VPN ACCESS,100000
1549,2595,Up,80231016,25463,BLINDERN MAT AS - 7080004168626 Joker Blindernve BLINDERNVEIEN 6C 0361 OSLO 0361 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1550,2596,Up,80231148,1261,NYE FJELBERG LANDHANDEL V/STIG ARILD FOS - 7080001236571 Nærbutikken Fjelberg ØVREBØVEGEN 2 5459 FJELBERG 5459 FJELBERG,KVINNHERAD,NC MANAGED VPN ACCESS,100000
1551,2597,Up,80230548,1151,FLESBERG HANDEL AS - 7080001106102 Joker Flesberg NUMEDALSVEGEN 2937 3620 FLESBERG 3620 FLESBERG,FLESBERG,NC MANAGED VPN ACCESS,100000
1552,2598,Up,80232440,25603,NORGESGRUPPEN DATA AS - 7080004177413 Joker Rosenkrant ROSENKRANTZ' GATE 13 0160 OSLO 0160 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1553,2599,Down,80231066,14882,STRØMMEN MAT AS - 7080003586698 Joker Strømmen SKJETTENVEIEN 2A 1466 STRØMMEN 1466 STRØMMEN,LILLESTRØM,NC MANAGED VPN ACCESS,100000
1554,2600,Up,80231094,355,RUSTAD KJØTT OG DAGLIGVARE AS - 7080000010967 Nærbutikken Rustad WELDING OLSENS VEI 3 0694 OSLO 0694 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
1555,2601,Up,80231127,7760,HELGE LARSEN - 7080000018802 Nærbutikken Sifjord SIFJORDVEIEN 98 9395 KALDFARNES 9395 KALDFARNES,SENJA,NC MANAGED VPN ACCESS,100000
1556,2602,Up,80230286,9280,NG KIWI BUSKERUD AS - 7080001305420 Kiwi 576 Nybruveien NYBRUVEIEN 3A 3055 KROKSTADELVA 3055 KROKSTADELVA,DRAMMEN,NC MANAGED VPN ACCESS,100000
1557,2603,Up,80230558,4994,VIKSDALEN HANDEL AS - 7080000507849 Joker Viksdalen JOker 6978 VIKSDALEN 6978 VIKSDALEN,SUNNFJORD,NC MANAGED VPN ACCESS,100000
1558,2604,Up,80230624,19924,NG JOKER DRIFT AS - 7080001446550 Joker Hammerfest STRANDGATA 1 9600 HAMMERFEST 9600 HAMMERFEST,HAMMERFEST,NC MANAGED VPN ACCESS,100000
1559,2605,Up,80230251,1964,HK SANNERUD AS - 7080000548644 SPAR Sannerud FURNESVEGEN 134 2318 HAMAR 2318 HAMAR,HAMAR,NC MANAGED VPN ACCESS,100000
1560,2606,Up,80230764,342,NG SPAR ØST AS - 7080001151430 SPAR Dilling TØRKOPPVEIEN 1 1570 DILLING 1570 DILLING,MOSS,NC MANAGED VPN ACCESS,100000
1561,2607,Up,80231038,218,EBP AS - 7080001278458 Joker Breivikbotn STRANDGATA 21 9593 BREIVIKBOTN 9593 BREIVIKBOTN,HASVIK,NC MANAGED VPN ACCESS,100000
1562,2608,Up,80230362,6740,ERLING ULSUND A/S - 7080001221201 Joker Austafjord ØVERMØLNVEIEN 6 7900 RØRVIK 7900 RØRVIK,NÆRØYSUND,NC MANAGED VPN ACCESS,100000
1563,2609,Up,80230989,21023,TORD BENTZEN AS - 7080003922946 Joker Møllendal MØLLENDALSVEIEN 62A 5009 BERGEN 5009 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
1564,2610,Up,80231014,nan,NORGESGRUPPEN VESTFOLD TELEMARK AS - 7080001113582 avd. Porsgrun AUGESTADVEGEN 7 3914 PORSGRUNN 3914 PORSGRUNN,PORSGRUNN,NC MANAGED VPN ACCESS,100000
1565,2611,Up,80230810,12000,VAAPE BUTIKK AS - 7080000450992 Joker Tingnes TINGNESVEGEN 792 2350 NES PÅ HEDMARKEN 2350 NES PÅ HEDMARKEN,RINGSAKER,NC MANAGED VPN ACCESS,100000
1566,2612,Up,80231230,797,L A EIDE & CO AS - 7080000021918 SPAR Jondal BELSNESVEGEN 5 5627 JONDAL 5627 JONDAL,ULLENSVANG,NC MANAGED VPN ACCESS,100000
1567,2613,Down,80231210,448,OKSENØYA DAGLIGVARE INDERJIT SINGH - 7080000060573 Nærbutikken Oksenøya OKSENØYVEIEN 41A 1366 LYSAKER 1366 LYSAKER,BÆRUM,NC MANAGED VPN ACCESS,100000
1568,2614,Up,80230809,nan,ASKO OSLOFJORD AS - 7080001412722 HANEKLEIVA 77 3070 SANDE I VESTFOLD 3070 SANDE I VESTFOLD,HOLMESTRAND,NC MANAGED VPN ACCESS,200000
1569,2615,Up,80231207,2273,LENTUS BUTIKKDRIFT AS - 7080001356620 Joker Jeløy NESVEIEN 11 1513 MOSS 1513 MOSS,MOSS,NC MANAGED VPN ACCESS,100000
1570,2616,Down,80231208,1704,NG KIWI OSLO AKERSHUS AS - 7080000412105 Kiwi 386 Dragveien DRAGVEIEN 25A 1363 HØVIK 1363 HØVIK,BÆRUM,NC MANAGED VPN ACCESS,100000
1571,2617,Up,80230907,437,NG KIWI ROGALAND AS - 7080001084738 Kiwi 641 Torvastad HULDERVEGEN 1 4260 TORVASTAD 4260 TORVASTAD,KARMØY,NC MANAGED VPN ACCESS,100000
1572,2618,Up,80229351,2113,NG KIWI OSLO AKERSHUS AS - 7080001079451 Kiwi 320 Rælingen NEDRE RÆLINGSVEG 261 2008 FJERDINGBY 2008 FJERDINGBY,RÆLINGEN,NC MANAGED VPN ACCESS,100000
1573,2619,Up,80230447,20464,NG KIWI VESTFOLD TELEMARK AS - 7080001418625 Kiwi 275 Herøya FJORDGATA 15 3936 PORSGRUNN 3936 PORSGRUNN,PORSGRUNN,NC MANAGED VPN ACCESS,100000
