Admin Status,VPN Access ID,Alive,Site Id,Nickname,Site Name,Region,Product,Bandwidth
450,1487,Up,80226248,8300,NG KIWI ØST AS - 7080003321770 Kiwi 592 Råde MOSSEVEIEN 50 1640 RÅDE 1640 RÅDE,RÅDE,NC MANAGED VPN ACCESS,400000
451,1488,Up,80230017,4433,NG KIWI ØST AS - 7080001113407 Kiwi 413 Bergenhuskrysset SARPSBORGVEIEN 1 1890 RAKKESTAD 1890 RAKKESTAD,RAKKESTAD,NC MANAGED VPN ACCESS,100000
452,1489,Up,80226122,3114,NG SPAR SØR AS - 7080001101183 SPAR Flekkefjord JERNBANEVEIEN 12 4405 FLEKKEFJORD 4405 FLEKKEFJORD,FLEKKEFJORD,NC MANAGED VPN ACCESS,100000
453,1490,Up,80226328,1337,NG KIWI ROGALAND AS - 7080001029906 Kiwi 627 Randaberg DALVEIEN 2 4073 RANDABERG 4073 RANDABERG,RANDABERG,NC MANAGED VPN ACCESS,100000
454,1491,Up,80233314,25963,NG MENY ØSTFOLD AS - 7080004178793 Meny Amfi Moss DRONNINGENS GATE 3A 1530 MOSS 1530 MOSS,MOSS,NC MANAGED VPN ACCESS,100000
455,1492,Up,80225730,461,BRUSTADBUA AS - 7080001041212 Joker Brustadbua ULLANDHAUGVEIEN 75A 4021 STAVANGER 4021 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
456,1493,Up,80225520,426,TREKANTEN MAT AS - 7080001409920 MENY Vennesla SENTRUMSVEGEN 63 4700 VENNESLA 4700 VENNESLA,VENNESLA,NC MANAGED VPN ACCESS,100000
457,1494,Up,80225295,1846,HELGØ MENY ROGALAND AS - 7080000450817 Helgø MENY Stokka ØVRE STOKKAVEI 46 4023 STAVANGER 4023 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
458,1495,"Up, but backup is down",80225234,8280,NG KIWI ROGALAND AS - 7080003321756 Kiwi 608 Lervig Brygge BREIVIKVEIEN 29D 4014 STAVANGER 4014 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
459,1496,Up,80225575,369,SAGA MAT AS - 7080000913398 MENY Saga TELEMARKSVEGEN 14 3734 SKIEN 3734 SKIEN,SKIEN,NC MANAGED VPN ACCESS,100000
460,1497,Up,80227560,14144,NG KIWI ROMSDAL OG NORDMØRE AS - 7080003539007 Kiwi 942 Sunndalsøra SUNNDALSVEGEN 3 6600 SUNNDALSØRA 6600 SUNNDALSØRA,SUNNDAL,NC MANAGED VPN ACCESS,100000
461,1498,Up,80225468,175,NG KIWI AGDER AS - 7080000960712 Kiwi 714 Hånes HÅNESVEIEN 61 4635 KRISTIANSAND S 4635 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
462,1499,Up,80225617,470,NG MENY SØR AS - 7080000946914 MENY Grim GRIM TORV 2 4616 KRISTIANSAND S 4616 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
463,1500,Up,80225597,15462,GS DAGLIGVAREDRIFT AS - 7080001357115 MENY GS KLYVEVEGEN 25 3740 SKIEN 3740 SKIEN,SKIEN,NC MANAGED VPN ACCESS,100000
464,1501,Up,80225556,774,FRYDENDAL MAT AS - 7080000021079 Kiwi 778 Risør KRAGS GATE 124 4950 RISØR 4950 RISØR,RISØR,NC MANAGED VPN ACCESS,100000
465,1502,Up,80225685,1679,NG KIWI AGDER AS - 7080001081072 Kiwi 720 Torvet KIRKEGATA 14A 4611 KRISTIANSAND S 4611 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
466,1503,Up,80226325,4598,SLETTA DRIFT AS - 7080001102463 Kiwi 518 Sletta SLETTAVEIEN 5 1555 SON 1555 SON,VESTBY,NC MANAGED VPN ACCESS,100000
467,1504,Up,80226282,23904,NG KIWI INNLAND AS - 7080001474997 Kiwi 084 Grindal JEGERSTIEN 24 2406 ELVERUM 2406 ELVERUM,ELVERUM,NC MANAGED VPN ACCESS,100000
468,1505,Up,80226278,1749,NG KIWI BUSKERUD AS - 7080001113094 Kiwi 388 Vik RØYSEVEIEN 39 3530 RØYSE 3530 RØYSE,HOLE,NC MANAGED VPN ACCESS,100000
469,1506,Up,80226276,880,NG KIWI BUSKERUD AS - 7080001267001 Kiwi 574 Sande PRESTEGÅRDSALLEEN 49 3070 SANDE I VESTFOLD 3070 SANDE I VESTFOLD,HOLMESTRAND,NC MANAGED VPN ACCESS,100000
470,1507,Up,80226274,5055,NG KIWI ØST AS - 7080001315238 Kiwi 599 Vestby VESTBYVEIEN 31 1543 VESTBY 1543 VESTBY,VESTBY,NC MANAGED VPN ACCESS,100000
471,1508,Up,80226270,1005,NG KIWI AGDER AS - 7080001315269 Kiwi 741 Vegårshei HOVLANDSVEIEN 1 4985 VEGÅRSHEI 4985 VEGÅRSHEI,VEGÅRSHEI,NC MANAGED VPN ACCESS,100000
472,1509,Up,80226268,3094,BORREVEIEN SUPERMARKED AS - 7080000915156 MENY Borre BORREVEIEN 92 3186 HORTEN 3186 HORTEN,HORTEN,NC MANAGED VPN ACCESS,100000
473,1510,Up,80225337,16442,NG KIWI ROGALAND AS - 7080001374327 Kiwi 697 HSD SVORTLANDSVEGEN 79 5430 BREMNES 5430 BREMNES,BØMLO,NC MANAGED VPN ACCESS,100000
474,1511,Up,80224832,4544,NG KIWI ROGALAND AS - 7080001405328 Kiwi 699 Tananger SKIBMANNSVEGEN 3 4056 TANANGER 4056 TANANGER,SOLA,NC MANAGED VPN ACCESS,100000
475,1512,Up,80226258,15,NG MENY VESTFOLD TELEMARK AS - 7080001061883 MENY Heimdal HEIMDALSVEIEN 3 3117 TØNSBERG 3117 TØNSBERG,TØNSBERG,NC MANAGED VPN ACCESS,100000
476,1513,Up,80226257,1586,NG KIWI INNLAND AS - 7080001008833 Kiwi 045 Årdalstangen TORGET 2 6885 ÅRDALSTANGEN 6885 ÅRDALSTANGEN,ÅRDAL,NC MANAGED VPN ACCESS,100000
477,1514,Up,80226926,56,DYRDAL MAT AS - 7080000959044 Nærbutikken Dyrdal Mat Van VANGSGATA 20 5700 VOSS 5700 VOSS,VOSS,NC MANAGED VPN ACCESS,100000
478,1515,Up,80226324,1323,SANDØYA MAT AS - 7080000060764 Nærbutikken Vestre Sandøy SANDØYKILEN 9 4915 VESTRE SANDØYA 4915 VESTRE SANDØYA,TVEDESTRAND,NC MANAGED VPN ACCESS,100000
479,1516,Up,80225527,285,NG MENY SØR AS - 7080001056063 MENY Albert OLAV TRYGVASONS VEI 2 4633 KRISTIANSAND S 4633 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
480,1517,Up,80225521,3151,NG KIWI VEST AS - 7080001457501 KIWI 836 Nesttun Sentrum NESTTUNVEGEN 90 5221 NESTTUN 5221 NESTTUN,BERGEN,NC MANAGED VPN ACCESS,100000
481,1518,down,80229627,25083,LENTUS BUTIKKDRIFT AS - 7080004156739 Joker Valkyrien BOGSTADVEIEN 62A 0366 OSLO 0366 OSLO,OSLO,NC MANAGED VPN ACCESS,20000
482,1519,Up,80227229,793,BUO AS - 7080001129927 SPAR Hatlestrand HATLESTRANDSVEGEN 645 5635 HATLESTRAND 5635 HATLESTRAND,KVINNHERAD,NC MANAGED VPN ACCESS,100000
483,1520,"Up, but running on backup",80225363,963,KJØPMANNSHUSET AS - 7080000027293 MENY Aksdal RÅDHUSVEGEN 49 5570 AKSDAL 5570 AKSDAL,TYSVÆR,NC MANAGED VPN ACCESS,100000
484,1521,"Up, but backup is down",80225239,5500,NG KIWI AGDER AS - 7080001201432 Kiwi 731 Lyngdal AGNEFESTVEIEN 30 4580 LYNGDAL 4580 LYNGDAL,LYNGDAL,NC MANAGED VPN ACCESS,100000
485,1522,Up,80225389,920,HELGETVEIT MAT AS - 7080001101831 Kiwi 447 Lunde BRUGATA 8 3825 LUNDE 3825 LUNDE,NOME,NC MANAGED VPN ACCESS,100000
486,1523,Up,80225438,2259,RUNDINGEN MAT AS - 7080000989720 SPAR Lund STEINKLEIVA 2 4631 KRISTIANSAND S 4631 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
487,1524,Up,80225454,570,MONS SEMSHAUG AS - 7080000016358 SPAR Tjeldstø JENSVARDVEGEN 1 5336 TJELDSTØ 5336 TJELDSTØ,ØYGARDEN,NC MANAGED VPN ACCESS,100000
488,1525,Up,80225472,1096,NG KIWI VEST AS - 7080001009571 Kiwi 808 Laksevåg Senter KRINGSJÅVEIEN 83 5163 LAKSEVÅG 5163 LAKSEVÅG,BERGEN,NC MANAGED VPN ACCESS,100000
489,1526,Up,80225435,3273,NICO MAT AS - 7080001102692 Nico Mat NESGATA 22A 4480 KVINESDAL 4480 KVINESDAL,KVINESDAL,NC MANAGED VPN ACCESS,100000
490,1527,Up,80225465,4500,NG KIWI ROGALAND AS - 7080001092498 Kiwi 642 Lagårdsveien LAGÅRDSVEIEN 127 4011 STAVANGER 4011 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
491,1528,Up,80225515,8380,NG KIWI ROGALAND AS - 7080003322890 Kiwi 603 Tasta RANDABERGVEIEN 45 4025 STAVANGER 4025 STAVANGER,STAVANGER,NC MANAGED VPN ACCESS,100000
492,1529,Up,80225471,7240,NG KIWI AGDER AS - 7080001229085 Kiwi 736 Elvegata KONGENS GATE 75 4608 KRISTIANSAND S 4608 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
493,1530,Up,80225433,1329,NG KIWI AGDER AS - 7080000876426 Kiwi 701 Vågsbygd Senter KIRSTEN FLAGSTADS VEI 30 4621 KRISTIANSAND S 4621 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
494,1531,Up,80225455,1356,NG KIWI VEST AS - 7080001173265 Kiwi 886 Oasen FOLKE BERNADOTTES VEI 52 5147 FYLLINGSDALEN 5147 FYLLINGSDALEN,BERGEN,NC MANAGED VPN ACCESS,100000
495,1532,Up,80225436,2249,VÅGSBYGD MAT AS - 7080001208158 Joker Ytre Vågsbygd VÅGSBYGDVEIEN 79C 4623 KRISTIANSAND S 4623 KRISTIANSAND S,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
496,1533,Up,80225367,8980,NG KIWI AGDER AS - 7080001255107 Kiwi 738 Alleen Senter FIBOVEIEN 1 4580 LYNGDAL 4580 LYNGDAL,LYNGDAL,NC MANAGED VPN ACCESS,100000
497,1534,Up,80225791,2151,SLETTÅS HANDELSLAG SA - 7080000979486 Nærbutikken Slettås SLETTÅSVEGEN 1187 2432 SLETTÅS 2432 SLETTÅS,TRYSIL,NC MANAGED VPN ACCESS,100000
498,1535,Up,80226319,4363,GRÅLUM MAT AS - 7080001067120 Kiwi 514 Spydeberg STASJONSGATA 32 1820 SPYDEBERG 1820 SPYDEBERG,INDRE ØSTFOLD,NC MANAGED VPN ACCESS,100000
499,1536,Up,80225963,2204,NG KIWI VEST AS - 7080001161019 Kiwi 887 Toppe NORDRE TOPPE 1 5136 MJØLKERÅEN 5136 MJØLKERÅEN,BERGEN,NC MANAGED VPN ACCESS,100000
500,1537,Up,80226317,176,EDMUND IMS & CO AS - 7080000005727 Joker Julebygda JULABYGDTUNET 2A 4312 SANDNES 4312 SANDNES,SANDNES,NC MANAGED VPN ACCESS,100000
501,1538,Up,80225975,5320,BRUVIK HANDEL AS - 7080003244598 Nærbutikken Bruvik BRUVIKVEGEN 1141 5285 BRUVIK 5285 BRUVIK,OSTERØY,NC MANAGED VPN ACCESS,100000
502,1539,Up,80225971,1903,NG KIWI VEST AS - 7080000908639 Kiwi 853 Ulset FOSSEKLEIVA 39 5119 ULSET 5119 ULSET,BERGEN,NC MANAGED VPN ACCESS,100000
503,1540,Up,80226067,11800,NG KIWI ROGALAND AS - 7080001290900 Kiwi 609 Hoveveien OSPABAKKEN 1B 4306 SANDNES 4306 SANDNES,SANDNES,NC MANAGED VPN ACCESS,100000
504,1541,Up,80226031,4296,NG KIWI ROGALAND AS - 7080001014421 Kiwi 633 Jærveien JÆRVEIEN 4 4319 SANDNES 4319 SANDNES,SANDNES,NC MANAGED VPN ACCESS,100000
505,1542,Up,80225962,2254,NG KIWI ROGALAND AS - 7080001029739 Kiwi 612 Lura GAMLEVEIEN 4 4315 SANDNES 4315 SANDNES,SANDNES,NC MANAGED VPN ACCESS,100000
506,1543,Up,80225941,1181,NG KIWI ROGALAND AS - 7080001014438 Kiwi 632 Hommersåk HOMMERSÅKVEIEN 174 4311 HOMMERSÅK 4311 HOMMERSÅK,SANDNES,NC MANAGED VPN ACCESS,100000
507,1544,Up,80225929,1976,NG KIWI VEST AS - 7080000908684 Kiwi 858 Birkeveien BIRKEVEIEN 43 5089 BERGEN 5089 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
508,1545,Up,80230811,2170,TREA SERVICESENTER ANS - 7080001150334 Nærbutikken Trea STORELVDALSVEIEN 4654 2480 KOPPANG 2480 KOPPANG,STOR-ELVDAL,NC MANAGED VPN ACCESS,100000
509,1546,Up,80226082,2157,NG KIWI INNLAND AS - 7080000643066 Kiwi 024 Gausdal FARGERIVEGEN 2 2651 ØSTRE GAUSDAL 2651 ØSTRE GAUSDAL,GAUSDAL,NC MANAGED VPN ACCESS,100000
510,1547,Up,80226272,3315,NG KIWI ROGALAND AS - 7080001029883 Kiwi 625 Hundvåg LERKESKOGEN 2A 4083 HUNDVÅG 4083 HUNDVÅG,STAVANGER,NC MANAGED VPN ACCESS,100000
511,1548,Up,80226290,2101,THORVALDSEN LARKOLLEN AS - 7080000608867 Joker Larkollen SKOGLYVEIEN 1B 1560 LARKOLLEN 1560 LARKOLLEN,MOSS,NC MANAGED VPN ACCESS,100000
512,1549,Up,80226345,3318,NG KIWI ROGALAND AS - 7080001029876 Kiwi 624 Verdalen VERDALSVEGEN 2C 4351 KLEPPE 4351 KLEPPE,KLEPP,NC MANAGED VPN ACCESS,100000
513,1550,Down,80226340,270,NG KIWI AGDER AS - 7080000960651 Kiwi 708 Tvedestrand ARNE GARBORGS VEI 6J 4900 TVEDESTRAND 4900 TVEDESTRAND,TVEDESTRAND,NC MANAGED VPN ACCESS,100000
514,1551,Up,80224731,109,NG KIWI INNLAND AS - 7080001113537 Kiwi 026 Øyer KONGSVEGEN 10 2636 ØYER 2636 ØYER,ØYER,NC MANAGED VPN ACCESS,100000
515,1552,Up,80226348,1367,NG SPAR INNLAND AS - 7080000065387 EUROSPAR Fagernes VALDRESVEGEN 28 2900 FAGERNES 2900 FAGERNES,NORD-AURDAL,NC MANAGED VPN ACCESS,100000
516,1553,Up,80226341,5600,"NG KIWI VESTFOLD TELEMARK AS - 7080001193690 Kiwi 558 Nanset, Larvik KAREN SUNDTS VEI 19 3269 LARVIK 3269 LARVIK",LARVIK,NC MANAGED VPN ACCESS,100000
517,1554,Up,80225986,248,LINDAAS DAGLIGVARE AS - 7080000954179 SPAR Svarstad LÅGAVEIEN 25 3275 SVARSTAD 3275 SVARSTAD,LARVIK,NC MANAGED VPN ACCESS,100000
518,1555,Up,80226374,362,RØYNEBERG MAT AS - 7080001272814 Joker Røyneberg HELLESTUBBEN 4 4052 RØYNEBERG 4052 RØYNEBERG,SOLA,NC MANAGED VPN ACCESS,100000
519,1556,Up,80226123,3251,SIMON VALANDS EFTF AS - 7080000014026 SPAR Konsmo KVÅSHEIVEIEN 2 4525 KONSMO 4525 KONSMO,LYNGDAL,NC MANAGED VPN ACCESS,100000
520,1557,Up,80226066,4479,BUA LANDHANDEL AS - 7080001307691 Joker Marnardal MARNARVEIEN 2261 4534 MARNARDAL 4534 MARNARDAL,LINDESNES,NC MANAGED VPN ACCESS,100000
521,1558,Up,80225923,11500,NG KIWI VEST AS - 7080003452580 Kiwi 818 Bøhmergaten BØHMERGATEN 44 5057 BERGEN 5057 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
522,1559,Up,80226373,18022,NG KIWI BUSKERUD AS - 7080001393366 Kiwi 579 Hallingby GAMLE ÅDALSVEI 23A 3525 HALLINGBY 3525 HALLINGBY,RINGERIKE,NC MANAGED VPN ACCESS,100000
523,1560,Up,80226388,18462,NG MENY MIDT-NORGE AS - 7080001400682 MENY Sverresborg GAMLE OSLOVEI 1 7020 TRONDHEIM 7020 TRONDHEIM,TRONDHEIM,NC MANAGED VPN ACCESS,100000
524,1561,Up,80226392,1698,MYKLAND MAT AS - 7080001381110 Joker Mykland EVJEVEIEN 840 4832 MYKLAND 4832 MYKLAND,FROLAND,NC MANAGED VPN ACCESS,100000
525,1562,Up,80226393,885,SENTER MAT AS - 7080000024421 Kiwi 800 Sund Senter SKOGSLEITET 16 5382 SKOGSVÅG 5382 SKOGSVÅG,ØYGARDEN,NC MANAGED VPN ACCESS,100000
526,1563,Up,80225970,1472,NG KIWI ROGALAND AS - 7080001029722 Kiwi 611 Åkra KLÆHAUGVEGEN 14 4270 ÅKREHAMN 4270 ÅKREHAMN,KARMØY,NC MANAGED VPN ACCESS,100000
527,1564,Up,80224952,313,C CAPPELEN SMITH AS - 7080000009534 SPAR Valle-Osveien OSVEGEN 142 5227 NESTTUN 5227 NESTTUN,BERGEN,NC MANAGED VPN ACCESS,100000
528,1565,Up,80224926,911,NG KIWI VEST AS - 7080001159719 Kiwi 885 Haugsneset STEINNESET 2 5200 OS 5200 OS,BJØRNAFJORDEN,NC MANAGED VPN ACCESS,100000
529,1566,Up,80225591,2089,MATHUSET EGERSUND AS - 7080000602117 Kiwi 662 Egersund NYTORGET 10 4370 EGERSUND 4370 EGERSUND,EIGERSUND,NC MANAGED VPN ACCESS,100000
530,1567,Up,80225861,24125,BANGSUND TRAFIKKSENTER AS - 7080004110885 Joker Bangsund KLINGAVEGEN 1349 7822 BANGSUND 7822 BANGSUND,NAMSOS,NC MANAGED VPN ACCESS,200000
531,1568,Up,80226167,2162,BERGSENG DRIFT AS - 7080001386030 KIWI 234 Smestad SIGRID UNDSETS VEG 56 2624 LILLEHAMMER 2624 LILLEHAMMER,LILLEHAMMER,NC MANAGED VPN ACCESS,100000
532,1569,Up,80226083,17263,NG KIWI INNLAND AS - 7080001384807 KIWI 079 Søre Ål HAGEVEGEN 8B 2613 LILLEHAMMER 2613 LILLEHAMMER,LILLEHAMMER,NC MANAGED VPN ACCESS,100000
533,1570,Up,80226296,537,VAAGE MAT AS - 7080000015696 Joker Erfjord HÅLANDSOSEN 8 4233 ERFJORD 4233 ERFJORD,SULDAL,NC MANAGED VPN ACCESS,100000
534,1571,Up,80226332,12562,NESFLATEN LANDHANDEL AS - 7080001297589 Nærbutikken Nesflaten NESFLÒTVEGEN 10B 4244 NESFLATEN 4244 NESFLATEN,SULDAL,NC MANAGED VPN ACCESS,100000
535,1572,Up,80226267,4474,VANGEN MATHUS A/S - 7080000067282 Kiwi 844 Sykkylven STORGATA 10 6230 SYKKYLVEN 6230 SYKKYLVEN,SYKKYLVEN,NC MANAGED VPN ACCESS,100000
536,1573,Up,80226409,343,NG MENY VESTFOLD TELEMARK AS - 7080001110611 MENY Stadiontunet LASKENVEIEN 2C 3214 SANDEFJORD 3214 SANDEFJORD,SANDEFJORD,NC MANAGED VPN ACCESS,100000
537,1574,Up,80225795,2140,NG KIWI INNLAND AS - 7080000642878 Kiwi 006 Brumunddal FURNESVEGEN 20A 2382 BRUMUNDDAL 2382 BRUMUNDDAL,RINGSAKER,NC MANAGED VPN ACCESS,100000
538,1575,Up,80224769,1077,NG KIWI ROGALAND AS - 7080001016821 KIWI 686 GARD-SENTER NYGÅRDSVEGEN 6 5515 HAUGESUND 5515 HAUGESUND,HAUGESUND,NC MANAGED VPN ACCESS,100000
539,1576,Up,80226354,4820,BORTELID MAT AS - 7080001182441 Nærbutikken Bortelid KAPELLODDEN 1 4540 ÅSERAL 4540 ÅSERAL,ÅSERAL,NC MANAGED VPN ACCESS,100000
540,1577,Up,80226271,13422,ROGALAND DAGLIGVARE AS - 7080001405250 Kiwi 684 Øysenteret ØSTERSVEIEN 1 4083 HUNDVÅG 4083 HUNDVÅG,STAVANGER,NC MANAGED VPN ACCESS,100000
541,1578,Up,80226321,2174,HK OS MAT AS - 7080000699384 SPAR Os SØSTERGATA 4 2550 OS I ØSTERDALEN 2550 OS I ØSTERDALEN,OS,NC MANAGED VPN ACCESS,100000
542,1579,Up,80226399,7480,NG KIWI VESTFOLD TELEMARK AS - 7080003299338 Kiwi 562 Andebu ANDEBU SENTRUM 23 3158 ANDEBU 3158 ANDEBU,SANDEFJORD,NC MANAGED VPN ACCESS,100000
543,1580,Up,80231133,476,BLINDHEIM MAT AS - 7080000884582 EUROSPAR Blindheim BLINDHEIMSHAUGEN 7 6012 ÅLESUND 6012 ÅLESUND,ÅLESUND,NC MANAGED VPN ACCESS,100000
544,1581,Up,80226126,294,RH MÆLAND DAGLIGVARE AS - 7080000009053 Joker Figgjo FIGGENVEIEN 55 4332 FIGGJO 4332 FIGGJO,SANDNES,NC MANAGED VPN ACCESS,100000
545,1582,Up,80226030,9260,NG KIWI VESTFOLD TELEMARK AS - 7080001254032 Kiwi 564 Bø HELLANDVEGEN 15 3800 BØ I TELEMARK 3800 BØ I TELEMARK,MIDT-TELEMARK,NC MANAGED VPN ACCESS,100000
546,1583,Up,80226337,3324,JELSAGAARDEN LANDHANDEL AS - 7080001331337 JOKER JELSA SANDANE 55 4234 JELSA 4234 JELSA,SULDAL,NC MANAGED VPN ACCESS,100000
547,1584,Up,80225670,4865,NG KIWI VEST AS - 7080001106393 Kiwi 881 Nøstet NØSTEGATEN 31 5010 BERGEN 5010 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
548,1585,Up,80225928,311,LUNDTO AS - 7080000009503 SPAR Øyjorden ØYJORDSVEIEN 1 5038 BERGEN 5038 BERGEN,BERGEN,NC MANAGED VPN ACCESS,100000
549,1586,Up,80226300,2329,LJØSNABUI AS - 7080000867172 Joker Ljøsne LÆRDALSVEGEN 1140 6887 LÆRDAL 6887 LÆRDAL,LÆRDAL,NC MANAGED VPN ACCESS,100000
550,1587,Up,80225889,1300,BYGLAND MATSENTER AS - 7080001335182 Joker Bygland SENTRUM 20 4745 BYGLAND 4745 BYGLAND,BYGLAND,NC MANAGED VPN ACCESS,100000
551,1588,Up,80225758,147,HAUSVIK HANDEL AS - 7080000004959 Kiwi 821 Haus HAUS 45 5286 HAUS 5286 HAUS,OSTERØY,NC MANAGED VPN ACCESS,100000
552,1589,Up,80226346,nan,NG KIWI BUSKERUD AS - 7080001464035 Kiwi 263 Klokkar ÅSHEIMVEIEN 3D 3490 KLOKKARSTUA 3490 KLOKKARSTUA,ASKER,NC MANAGED VPN ACCESS,100000
553,1590,Up,80226382,219,PER KRISTENSEN DAGLIGVARE AS - 7080000006830 SPAR Kristensen HOLMESTRANDSVEIEN 34 3041 DRAMMEN 3041 DRAMMEN,DRAMMEN,NC MANAGED VPN ACCESS,100000
554,1591,Up,80226418,7080,NG KIWI AGDER AS - 7080001227074 Kiwi 734 Flekkerøy KVITEFJELLVEIEN 7 4625 FLEKKERØY 4625 FLEKKERØY,KRISTIANSAND,NC MANAGED VPN ACCESS,100000
555,1592,Up,80226469,16562,NG KIWI INNLAND AS - 7080000642991 Kiwi 017 Skarnes STASJONSVEGEN 14 2100 SKARNES 2100 SKARNES,SØR-ODAL,NC MANAGED VPN ACCESS,100000
556,1593,Up,80226432,1033,NG MENY ØSTFOLD AS - 7080000030224 MENY Ørebekk STORVEIEN 3B 1624 GRESSVIK 1624 GRESSVIK,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
557,1594,Up,80226438,7960,NG SPAR INNLAND AS - 7080003312181 SPAR Ål SUNDREVEGEN 95 3570 ÅL 3570 ÅL,ÅL,NC MANAGED VPN ACCESS,100000
558,1595,Up,80226439,24103,NG KIWI AGDER AS - 7080001084769 Kiwi 722 Blaksta MØLLAVEIEN 8 4820 FROLAND 4820 FROLAND,FROLAND,NC MANAGED VPN ACCESS,100000
559,1596,Up,80226445,2010,KODAL MAT AS - 7080000572182 SPAR Kodal SAGMYRA 2 3243 KODAL 3243 KODAL,SANDEFJORD,NC MANAGED VPN ACCESS,100000
560,1598,Up,80226458,1422,STORGATBAKKEN DAGLIGVARER AS - 7080004050730 Joker Storgatabakken STORGATA 132F 9008 TROMSØ 9008 TROMSØ,TROMSØ,NC MANAGED VPN ACCESS,100000
561,1599,Up,80226459,12081,LENTUS BUTIKKDRIFT AS - 7080003476333 Joker Jessheim ENERGIVEGEN 16 2069 JESSHEIM 2069 JESSHEIM,ULLENSAKER,NC MANAGED VPN ACCESS,100000
562,1600,Up,80226470,129,HEMSEDAL LAVPRIS AS - 7080000004522 Kiwi 218 Hemsedal HEMSEDALSVEGEN 2571 3560 HEMSEDAL 3560 HEMSEDAL,HEMSEDAL,NC MANAGED VPN ACCESS,100000
563,1601,Up,80226482,151,HEIEN MATSENTER AS - 7080000005024 Joker Egersund NONSFJELLVEIEN 57 4371 EGERSUND 4371 EGERSUND,EIGERSUND,NC MANAGED VPN ACCESS,100000
564,1602,Up,80226483,14163,NG KIWI AGDER AS - 7080003542267 Kiwi 730 Vennesla SENTRUMSVEGEN 30A 4700 VENNESLA 4700 VENNESLA,VENNESLA,NC MANAGED VPN ACCESS,100000
565,1603,Up,80225364,1681,FLOM AS - 7080000400843 SPAR Drangedal DRANGEDALSVEIEN 3285 3750 DRANGEDAL 3750 DRANGEDAL,DRANGEDAL,NC MANAGED VPN ACCESS,100000
566,1604,Up,80226484,422,NG KIWI ØST AS - 7080000012213 Kiwi 496 Frydenberg VEUMVEIEN 17 1613 FREDRIKSTAD 1613 FREDRIKSTAD,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
567,1605,Up,80226087,256,LUNDS MATSENTER AS - 7080000007776 Kiwi 790 Søndeled ØREN 37 4990 SØNDELED 4990 SØNDELED,RISØR,NC MANAGED VPN ACCESS,100000
568,1606,Up,80232493,22943,NG SPAR ØST AS - 7080004035270 SPAR Hasle BØKKERVEIEN 4 0579 OSLO 0579 OSLO,OSLO,NC MANAGED VPN ACCESS,100000
569,1607,Up,80226489,20563,NG SPAR INNLAND AS - 7080001151584 SPAR Tynset RINGVEIEN 39 2500 TYNSET 2500 TYNSET,TYNSET,NC MANAGED VPN ACCESS,100000
570,1608,Up,80226488,4283,G P TJØRHOM AS - 7080001249267 Joker Sinnes SIRDALSVEIEN 7113 4443 TJØRHOM 4443 TJØRHOM,SIRDAL,NC MANAGED VPN ACCESS,100000
571,1609,Up,80225933,1355,NG KIWI VEST AS - 7080001088774 Kiwi 875 Birkelundstoppen BIRKELUNDSBAKKEN 59 5231 PARADIS 5231 PARADIS,BERGEN,NC MANAGED VPN ACCESS,100000
572,1610,Up,80226033,289,NG SPAR VEST AS - 7080001242978 SPAR Follese FOLLESEVEGEN 267 5303 FOLLESE 5303 FOLLESE,ASKØY,NC MANAGED VPN ACCESS,100000
573,1611,Up,80226490,00948,NG KIWI INNLAND AS - 7080001204532 Kiwi 013 Ottesta HOBERGVEGEN 147 2312 OTTESTAD 2312 OTTESTAD,STANGE,NC MANAGED VPN ACCESS,100000
574,1612,Up,80225932,15422,NG KIWI VEST AS - 7080001355487 Kiwi 825 Nyborg LIAKROKEN 2A 5132 NYBORG 5132 NYBORG,BERGEN,NC MANAGED VPN ACCESS,100000
575,1613,Up,80226495,1620,NG MENY ØSTFOLD AS - 7080000365944 MENY Begby OLAV KYRRES VEI 2 1639 GAMLE FREDRIKSTAD 1639 GAMLE FREDRIKSTAD,FREDRIKSTAD,NC MANAGED VPN ACCESS,100000
